order_book_id,board_type,sector_code,yield_rate,month,date,ep_ratio_ttm,pb_ratio_ttm,sp_ratio_ttm,MACD_DIFF,MACD_DEA,MACD_HIST,RSI10,SY,BIAS20,VOL30,VOL60,VOL120,VOLT20,VOLT60,AR,BR
600376.XSHG,MainBoard,RealEstate,-0.06996580711261446,1759,2019-04-01,0.12687556669854097,0.8455904528406766,1.6820971448396822,0.4083137471324729,0.41977622849859186,-0.022924962732237875,53.164556962025365,22.22222222222222,8.22848235163123,0.7818193957218127,0.5658579852624616,0.43552522821107154,0.5400381109531199,0.7659151656870978,167.35751295336786,221.8844984802432
