order_book_id,board_type,sector_code,yield_rate,month,date,ep_ratio_ttm,pb_ratio_ttm,sp_ratio_ttm,MACD_DIFF,MACD_DEA,MACD_HIST,RSI10,SY,BIAS20,VOL30,VOL60,VOL120,VOLT20,VOLT60,AR,BR
600066.XSHG,MainBoard,ConsumerDiscretionary,-0.16233254531126862,507,2014-02-14,0.05930575354880411,3.2998382426948787,0.8065036024737087,0.4490704253931703,0.3065692849008562,0.2850022809846282,71.4723926380368,55.55555555555556,6.798233658616386,1.3362966045835574,1.4954720818067613,1.5659703231503053,0.3194632836972294,0.42533561320172736,218.40354767184022,156.7241379310345
