order_book_id,board_type,sector_code,yield_rate,month,date,ep_ratio_ttm,pb_ratio_ttm,sp_ratio_ttm,MACD_DIFF,MACD_DEA,MACD_HIST,RSI10,SY,BIAS20,VOL30,VOL60,VOL120,VOLT20,VOLT60,AR,BR
600519.XSHG,MainBoard,ConsumerStaples,0.06394409534613477,1211,2016-12-28,0.04068307361468605,6.106720950712663,0.088877939900404,1.6601913645238255,2.7942100015067592,-2.2680372739658674,33.689431514689225,44.44444444444444,-0.9503527871099418,0.2688114510802896,0.24070427583029594,0.2481568012364216,5.1141775531228255,9.074787229146974,127.28446050593725,118.62348178137682
