order_book_id,board_type,sector_code,yield_rate,month,date,ep_ratio_ttm,pb_ratio_ttm,sp_ratio_ttm,MACD_DIFF,MACD_DEA,MACD_HIST,RSI10,SY,BIAS20,VOL30,VOL60,VOL120,VOLT20,VOLT60,AR,BR
600036.XSHG,MainBoard,Financials,0.05654404997629481,530,2014-03-19,0.2075362195478718,1.089445903553428,0.5219732102210624,-0.21174365635503456,-0.21584679794003447,0.008206283169999828,44.59459459459457,44.44444444444444,-2.451481103166481,0.3870171252788059,0.4001522805476551,0.42636472439113293,0.20143212795128668,0.3110485589406556,77.97833935018052,74.5762711864407
