order_book_id,board_type,sector_code,yield_rate,month,date,ep_ratio_ttm,pb_ratio_ttm,sp_ratio_ttm,MACD_DIFF,MACD_DEA,MACD_HIST,RSI10,SY,BIAS20,VOL30,VOL60,VOL120,VOLT20,VOLT60,AR,BR
600104.XSHG,MainBoard,ConsumerDiscretionary,0.056418276377468546,1378,2017-09-04,0.09515221764588745,1.7346830158994289,2.2845005027097205,-0.09154794215799456,-0.10130979331867354,0.019523702321357972,56.45756457564578,55.55555555555556,-0.44396609713439356,0.24756658153639957,0.30711660528783813,0.35673472065614303,0.37568216988192404,0.784726328810424,92.33766233766217,73.40301974448317
