order_book_id,board_type,sector_code,yield_rate,month,date,ep_ratio_ttm,pb_ratio_ttm,sp_ratio_ttm,MACD_DIFF,MACD_DEA,MACD_HIST,RSI10,SY,BIAS20,VOL30,VOL60,VOL120,VOLT20,VOLT60,AR,BR
000858.XSHE,MainBoard,ConsumerStaples,0.002156732568912245,100,2012-06-06,0.05783442207408172,5.394832392992697,0.18127916122024512,-0.5445274212318623,-0.47630014534927834,-0.13645455176516785,31.874999999999993,44.44444444444444,-2.9724843937808996,0.7515431271673215,0.6519482548375687,0.5829341835783918,0.8801789651568864,1.0432655407306972,80.22621285907292,64.56008536920115
