order_book_id,board_type,sector_code,yield_rate,month,date,ep_ratio_ttm,pb_ratio_ttm,sp_ratio_ttm,MACD_DIFF,MACD_DEA,MACD_HIST,RSI10,SY,BIAS20,VOL30,VOL60,VOL120,VOLT20,VOLT60,AR,BR
000001.XSHE,MainBoard,Financials,0.03046530388067903,558,2014-04-29,0.15713657330268363,1.0220521698069431,0.5410463697563114,0.06379836825182039,0.04880750599623802,0.02998172451116475,56.93430656934303,44.44444444444444,0.9224091155724231,1.9282860317525987,1.9562335458242024,2.007906091029871,0.11721820340935404,0.26330840953450113,153.27102803738313,138.26086956521752
