order_book_id,board_type,sector_code,yield_rate,month,date,ep_ratio_ttm,pb_ratio_ttm,sp_ratio_ttm,MACD_DIFF,MACD_DEA,MACD_HIST,RSI10,SY,BIAS20,VOL30,VOL60,VOL120,VOLT20,VOLT60,AR,BR
600895.XSHG,MainBoard,Industrials,0.35385750238653135,814,2015-05-18,0.014140022711612788,5.896863883585868,0.06837276350173772,0.992576119223763,0.796441568832179,0.392269100783168,68.09290953545235,55.55555555555556,12.916736471770815,3.7814381818956946,3.3808506371740954,3.4167178418348465,1.3482198797451892,1.7459050867094508,139.5678595543552,174.7536012130403
